rating,interest_rate,is_rejected
2.0,0.34,0
2.0,0.34,0
2.0,0.34,0
2.0,0.34,0
2.0,0.34,1
2.0,0.35,1
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,1
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.35,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.36,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,1
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.37,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,1
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,1
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.38,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.39,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.4,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,1
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,1
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,0
2.0,0.41,1
2.0,0.41,0
2.0,0.43,1
2.0,0.43,0
3.0,0.28,1
3.0,0.28,0
3.0,0.28,0
3.0,0.28,1
3.0,0.28,0
3.0,0.28,0
3.0,0.28,1
3.0,0.28,1
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.29,0
3.0,0.3,0
3.0,0.3,0
3.0,0.3,0
3.0,0.3,0
3.0,0.3,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,1
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,0
3.0,0.31,1
3.0,0.31,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,1
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,1
3.0,0.32,1
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.32,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,1
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.33,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.34,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,1
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,1
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.35,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,1
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.36,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,1
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.37,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,1
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,1
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,1
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.38,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,1
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.39,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,1
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.4,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.41,0
3.0,0.42,1
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.42,0
3.0,0.43,0
3.0,0.43,0
3.0,0.43,0
3.0,0.43,1
3.0,0.43,0
3.0,0.43,0
3.0,0.43,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,1
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,1
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.44,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
3.0,0.45,0
4.0,0.28,0
4.0,0.28,1
4.0,0.28,0
4.0,0.28,0
4.0,0.28,1
4.0,0.29,0
4.0,0.29,1
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,0
4.0,0.3,1
4.0,0.3,0
4.0,0.31,0
4.0,0.31,0
4.0,0.31,0
4.0,0.31,0
4.0,0.31,1
4.0,0.31,0
4.0,0.32,0
4.0,0.32,0
4.0,0.32,0
4.0,0.32,0
4.0,0.32,0
4.0,0.32,0
4.0,0.32,0
